UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2019,81,1385544,595806,789738,513041,666078,45574,75488,3934,5254,27556,35551,710,906,4991,6461,517247,671457,46716,77246,6916,9020,29051,37420,1280,1668,548842,722078,469820,603965,43853,72805,3045,4042,27216,35073,601,738,4307,5455,473427,608475,44713,74131,5677,7314,28547,36698,1098,1400,46964,67660,43221,62113,1721,2683,889,1212,340,478,109,168,684,1006,43820,62982,2003,3115,1239,1706,504,722,182,268
R,8,2019,82,1247904,528812,719092,455000,605982,40567,68921,3428,4613,24776,32789,626,817,4415,5970,458780,610974,41581,70521,6015,8079,26137,34517,1122,1543,486319,657026,415895,548917,38958,66517,2621,3510,24483,32303,537,681,3825,5098,419154,553145,39714,67743,4923,6539,25704,33829,976,1324,42493,62066,39105,57065,1609,2404,807,1103,293,486,89,136,590,872,39626,57829,1867,2778,1092,1540,433,688,146,219
R,8,2019,83,1152995,481099,671896,414203,566256,37111,65138,3064,4257,22240,30144,540,710,3941,5391,417517,570734,38002,66631,5333,7433,23487,31672,1026,1308,442122,614215,378251,513116,35636,62945,2361,3247,21982,29733,468,603,3424,4571,381125,516883,36302,64076,4365,6000,23106,31076,899,1136,38977,57681,35952,53140,1475,2193,703,1010,258,411,72,107,517,820,36392,53851,1700,2555,968,1433,381,596,127,172
R,8,2019,84,1070207,437857,632350,378109,534449,33162,60381,2750,3949,19845,27834,491,642,3500,5095,381063,538665,33947,61717,4759,6921,20928,29327,952,1235,402194,577877,345116,484210,31887,58353,2117,2987,19595,27436,431,534,3048,4357,347681,487789,32492,59374,3906,5600,20555,28748,843,1051,35663,54473,32993,50239,1275,2028,633,962,250,398,60,108,452,738,33382,50876,1455,2343,853,1321,373,579,109,184
R,8,2019,85,930638,374786,555852,323747,469903,28167,53060,2262,3319,17150,24523,459,577,3001,4470,326314,473668,28833,54260,3953,5881,18113,25878,820,1097,344397,508673,295583,426347,27138,51298,1712,2508,16949,24176,394,500,2621,3844,297821,429574,27649,52213,3219,4760,17806,25372,717,955,30389,47179,28164,43556,1029,1762,550,811,201,347,65,77,380,626,28493,44094,1184,2047,734,1121,307,506,103,142
R,8,2019,86,853707,336229,517478,291415,438380,24598,48261,2010,3041,15210,23272,387,501,2609,4023,293635,441731,25180,49317,3464,5368,16076,24450,698,1010,309937,474790,267049,398866,23668,46696,1556,2343,15032,22977,338,434,2294,3474,268993,401742,24121,47520,2852,4400,15816,24027,617,892,26292,42688,24366,39514,930,1565,454,698,178,295,49,67,315,549,24642,39989,1059,1797,612,968,260,423,81,118
R,8,2019,87,780712,300565,480147,262024,409493,20978,42998,1697,2722,13232,20762,344,446,2290,3726,263978,412619,21499,44006,2960,4862,13985,21819,649,901,276805,440871,239902,373131,20224,41586,1281,2066,13067,20495,300,391,2031,3202,241631,375795,20645,42385,2406,3945,13755,21428,573,784,23760,39276,22122,36362,754,1412,416,656,165,267,44,55,259,524,22347,36824,854,1621,554,917,230,391,76,117
R,8,2019,88,701737,264215,437522,231765,375676,17392,37266,1413,2356,11361,18614,295,390,1989,3220,233463,378365,17831,38158,2512,4206,12035,19549,546,768,243087,402260,212065,342992,16742,36038,1049,1749,11244,18396,259,335,1728,2750,213538,345269,17081,36722,2013,3367,11845,19212,478,674,21128,35262,19700,32684,650,1228,364,607,117,218,36,55,261,470,19925,33096,750,1436,499,839,190,337,68,94
R,8,2019,89,638370,233836,404534,204540,346689,15610,34676,1314,2147,10378,17669,266,377,1728,2976,206008,349183,15997,35471,2288,3858,10931,18530,486,730,214955,371969,186935,316410,15002,33586,984,1624,10282,17464,239,321,1513,2564,188221,318550,15309,34190,1840,3139,10780,18228,435,631,18881,32565,17605,30279,608,1090,330,523,96,205,27,56,215,412,17787,30633,688,1281,448,719,151,302,51,99
R,8,2019,90,538131,191837,346294,168422,297888,12311,29243,1044,1666,8399,14645,209,331,1452,2521,169643,299984,12646,29953,1885,3116,8851,15347,393,640,176571,319455,154222,272977,11820,28290,788,1253,8303,14473,184,288,1254,2174,155273,274772,12076,28852,1533,2529,8696,15096,342,561,15266,26839,14200,24911,491,953,256,413,96,172,25,43,198,347,14370,25212,570,1101,352,587,155,251,51,79
R,8,2019,91,467397,161275,306122,141852,264115,10130,25265,857,1503,7080,12746,147,261,1209,2232,142878,265971,10392,25870,1531,2785,7477,13383,306,555,148790,283310,130181,242994,9745,24435,648,1122,7020,12600,128,222,1068,1937,131085,244586,9960,24912,1249,2263,7383,13169,272,481,12485,22812,11671,21121,385,830,209,381,60,146,19,39,141,295,11793,21385,432,958,282,522,94,214,34,74
R,8,2019,92,394787,132178,262609,116014,226819,8346,21532,664,1294,6027,10883,120,211,1007,1870,116868,228392,8586,22031,1230,2381,6341,11408,238,435,122337,243910,106779,209505,8068,20836,525,983,5974,10761,105,182,886,1643,107530,210879,8260,21237,1029,1962,6256,11230,209,380,9841,18699,9235,17314,278,696,139,311,53,122,15,29,121,227,9338,17513,326,794,201,419,85,178,29,55
R,8,2019,93,322649,104230,218419,91304,188495,6669,17981,527,1041,4836,9151,93,197,801,1554,91982,189798,6866,18420,976,1926,5087,9576,191,381,96354,202969,83959,174164,6427,17442,399,787,4789,9047,82,171,698,1358,84548,175300,6577,17795,798,1575,5011,9425,168,338,7876,15450,7345,14331,242,539,128,254,47,104,11,26,103,196,7434,14498,289,625,178,351,76,151,23,43
R,8,2019,94,264452,82048,182404,71620,157452,5207,14779,429,846,4089,7803,68,171,635,1353,72157,158584,5355,15200,776,1629,4298,8142,153,316,76028,169949,65998,145900,5032,14327,324,650,4054,7718,58,151,562,1203,66474,146903,5150,14682,635,1359,4239,8022,133,280,6020,12455,5622,11552,175,452,105,196,35,85,10,20,73,150,5683,11681,205,518,141,270,59,120,20,36
R,8,2019,95,208147,62431,145716,54267,126099,3965,11574,314,675,3339,6249,61,126,485,993,54681,126932,4091,11859,585,1252,3497,6519,114,244,57846,136280,49981,117343,3825,11236,240,521,3310,6185,55,111,435,884,50351,118082,3929,11474,488,1041,3456,6429,104,217,4585,9436,4286,8756,140,338,74,154,29,64,6,15,50,109,4330,8850,162,385,97,211,41,90,10,27
R,8,2019,96,158335,46334,112001,40054,96640,2953,9011,250,486,2645,4966,43,95,389,803,40381,97303,3051,9253,457,956,2779,5169,95,195,42894,104937,36834,90059,2855,8760,193,384,2626,4926,37,84,349,724,37129,90650,2938,8967,380,816,2749,5110,84,175,3440,7064,3220,6581,98,251,57,102,19,40,6,11,40,79,3252,6653,113,286,77,140,30,59,11,20
R,8,2019,97,118400,33239,85161,28544,73512,2126,6843,171,372,2087,3742,30,87,281,605,28783,74010,2200,7029,323,715,2182,3905,69,165,30933,79935,26392,68653,2059,6658,138,298,2069,3705,26,78,249,543,26604,69097,2118,6818,273,609,2154,3854,57,148,2306,5226,2152,4859,67,185,33,74,18,37,4,9,32,62,2179,4913,82,211,50,106,28,51,12,17
R,8,2019,98,86153,23474,62679,20185,53897,1462,5060,114,281,1488,2898,24,58,201,485,20354,54288,1522,5217,222,557,1553,3029,52,123,21924,58970,18745,50464,1415,4931,88,224,1480,2876,20,53,176,422,18894,50804,1466,5062,182,470,1539,2988,42,109,1550,3709,1440,3433,47,129,26,57,8,22,4,5,25,63,1460,3484,56,155,40,87,14,41,10,14
R,8,2019,99,60127,15597,44530,13187,37803,1066,3890,81,197,1090,2269,21,38,152,333,13309,38070,1110,4000,164,381,1140,2364,43,82,14554,41907,12228,35369,1033,3795,64,161,1080,2255,17,34,132,293,12335,35603,1068,3886,137,327,1123,2336,36,71,1043,2623,959,2434,33,95,17,36,10,14,4,4,20,40,974,2467,42,114,27,54,17,28,7,11
R,8,2019,100,100158,23397,76761,19026,63502,1748,7334,152,374,2191,4826,38,88,242,637,19220,64011,1824,7573,279,724,2268,4986,78,178,21886,72567,17644,59667,1698,7156,120,321,2180,4790,35,80,209,553,17811,60105,1761,7355,228,632,2245,4928,67,158,1511,4194,1382,3835,50,178,32,53,11,36,3,8,33,84,1409,3906,63,218,51,92,23,58,11,20
R,9,2019,999,328578004,161826203,166751801,124270477,126407108,21146639,22995407,2112709,2083413,9338839,10230454,410126,399183,4547413,4636236,128323170,130517022,23188886,25122643,3463079,3497063,11026236,11915712,812063,805477,131164832,136659306,97315021,99996467,19702157,21501337,1199744,1238086,9039083,9929317,300618,297018,3608209,3697081,100529142,103270544,21309108,23184862,2156713,2260891,10467888,11355652,614912,616407,30661371,30092495,26955456,26410641,1444482,1494070,912965,845327,299756,301137,109508,102165,939204,939155,27794028,27246478,1879778,1937781,1306366,1236172,558348,560060,197151,189070
R,9,2019,0,3783287,1935245,1848042,1392602,1328060,291256,280028,31215,29858,95541,90800,5697,5453,118934,113843,1502285,1433045,356075,342249,54660,52273,138892,132164,13997,13377,1431777,1366465,962326,916623,264228,254111,16114,15375,89980,85498,3900,3729,95229,91129,1050578,1001069,317082,304850,31422,29992,126021,119879,9998,9551,503468,481577,430276,411437,27028,25917,15101,14483,5561,5302,1797,1724,23705,22714,451707,431976,38993,37399,23238,22281,12871,12285,3999,3826
R,9,2019,1,3818697,1953030,1865667,1407358,1339446,292226,284414,31318,30090,99387,93701,5779,5543,116962,112473,1515087,1443030,355253,345564,54735,52519,142435,134705,14021,13401,1447256,1379929,974639,924275,265135,258191,16217,15459,93787,88362,3974,3796,93504,89846,1061164,1007400,316367,307901,31525,30075,129613,122459,10051,9587,505774,485738,432719,415171,27091,26223,15101,14631,5600,5339,1805,1747,23458,22627,453923,435630,38886,37663,23210,22444,12822,12246,3970,3814
R,9,2019,2,3905768,1997190,1908578,1437220,1368136,298617,290909,31944,30693,104100,98352,5921,5701,119388,114787,1547158,1473837,362883,353296,55808,53560,148137,140241,14343,13727,1479260,1411012,993949,942749,270910,264045,16515,15752,98376,92905,4081,3913,95429,91648,1082227,1027523,323118,314709,32098,30631,135054,127756,10297,9831,517930,497566,443271,425387,27707,26864,15429,14941,5724,5447,1840,1788,23959,23139,464931,446314,39765,38587,23710,22929,13083,12485,4046,3896
R,9,2019,3,3992301,2039964,1952337,1464570,1395360,306387,299193,32642,31499,108544,103108,6082,5891,121739,117286,1576620,1503311,371957,362961,56957,54850,153483,145929,14675,14114,1507294,1440363,1008434,957456,278082,271724,16737,16070,102654,97521,4190,4055,97197,93537,1098293,1043926,331303,323443,32564,31240,140065,133127,10529,10116,532670,511974,456136,437904,28305,27469,15905,15429,5890,5587,1892,1836,24542,23749,478327,459385,40654,39518,24393,23610,13418,12802,4146,3998
R,9,2019,4,4039100,2064965,1974135,1480961,1410810,309102,301439,32674,31656,113186,106546,6154,5947,122888,117737,1594058,1519168,375114,365230,57204,55119,158696,149729,14852,14172,1530404,1459119,1023115,970197,280248,273570,17069,16230,107394,101003,4286,4112,98292,94007,1113961,1057085,333794,325298,33120,31482,145431,137024,10743,10212,534561,515016,457846,440613,28854,27869,15605,15426,5792,5543,1868,1835,24596,23730,480097,462083,41320,39932,24084,23637,13265,12705,4109,3960
R,9,2019,5,4039473,2066686,1972787,1483978,1410277,309515,301775,33078,31918,112286,106253,5998,5786,121831,116778,1596092,1517757,374587,365056,57577,55330,157595,148914,14754,14019,1535656,1463224,1029414,974380,280527,273860,17368,16691,106698,100941,4215,4060,97434,93292,1119476,1060617,333271,325207,33424,31986,144565,136501,10701,10160,531030,509563,454564,435897,28988,27915,15710,15227,5588,5312,1783,1726,24397,23486,476616,457140,41316,39849,24153,23344,13030,12413,4053,3859
R,9,2019,6,4011852,2050105,1961747,1470747,1403352,307953,300249,33042,31657,112345,105995,5938,5699,120080,114795,1581151,1508831,371702,362034,57287,54928,157298,148271,14742,13951,1524532,1455105,1020139,968975,279685,272991,17539,16805,106962,100715,4201,3967,96006,91652,1108792,1053549,331319,323081,33438,32048,144550,135954,10686,9995,525573,506642,450608,434377,28268,27258,15503,14852,5383,5280,1737,1732,24074,23143,472359,455282,40383,38953,23849,22880,12748,12317,4056,3956
R,9,2019,7,4021460,2055010,1966450,1478999,1411436,308454,299433,33385,32252,109938,104371,5783,5566,118451,113392,1587846,1515644,371396,360151,57690,55511,153975,146126,14431,13793,1525066,1455202,1023845,972152,280523,272545,17579,16991,104648,99258,4051,3891,94420,90365,1110975,1055554,331368,321656,33487,32204,141405,134049,10411,9926,529944,511248,455154,439284,27931,26888,15806,15261,5290,5113,1732,1675,24031,23027,476871,460090,40028,38495,24203,23307,12570,12077,4020,3867
R,9,2019,8,4069815,2082046,1987769,1506239,1433766,311538,302442,32723,31647,107002,101469,5729,5455,118815,112990,1615485,1537577,374763,362780,57348,55190,150819,142959,14425,13682,1538287,1464529,1035862,981685,284376,275942,17908,17007,101828,96497,3983,3789,94330,89609,1122957,1064353,335321,324535,33965,32333,138235,130946,10347,9781,543759,523240,470377,452081,27162,26500,14815,14640,5174,4972,1746,1666,24485,23381,492528,473224,39442,38245,23383,22857,12584,12013,4078,3901
R,9,2019,9,4072580,2079123,1993457,1498956,1432134,311449,302361,32870,31883,110260,105823,5906,5739,119682,115517,1609127,1538320,375357,364586,57552,55895,154168,147793,14545,13981,1534976,1468653,1030683,980509,283375,275031,17440,17186,104593,100452,4029,3915,94856,91560,1118391,1065028,334757,324983,33410,32806,141025,135358,10363,9940,544147,524804,468273,451625,28074,27330,15430,14697,5667,5371,1877,1824,24826,23957,490736,473292,40600,39603,24142,23089,13143,12435,4182,4041
R,9,2019,10,4048991,2065342,1983649,1485368,1419713,312149,304798,33044,32040,111112,107325,6264,6107,117405,113666,1593203,1524129,375137,366605,57040,54932,154251,148469,14554,14195,1531357,1468679,1028412,979416,282999,276266,17435,16941,105066,101555,4251,4096,93194,90405,1114406,1062852,333863,326215,32906,31740,140900,135869,10340,10023,533985,514970,456956,440297,29150,28532,15609,15099,6046,5770,2013,2011,24211,23261,478797,461277,41274,40390,24134,23192,13351,12600,4214,4172
R,9,2019,11,4175646,2131598,2044048,1535929,1465479,323146,315161,34073,32709,114584,110506,6374,6136,117492,114057,1643695,1570145,386362,377447,57879,55929,157473,151465,14957,14110,1580643,1516093,1062912,1012645,293288,286522,17853,17428,108576,104711,4305,4113,93709,90674,1149207,1096185,344624,337023,33341,32368,144369,138779,10638,9978,550955,527955,473017,452834,29858,28639,16220,15281,6008,5795,2069,2023,23783,23383,494488,473960,41738,40424,24538,23561,13104,12686,4319,4132
R,9,2019,12,4211461,2150585,2060876,1556371,1485862,324574,315371,34756,33398,113809,109080,6365,6266,114710,110899,1661619,1587431,385957,375371,58634,56434,155557,148933,14748,14302,1595662,1527962,1079139,1027468,295018,286981,18058,17791,107830,103392,4311,4194,91306,88136,1163292,1108500,344770,335646,33595,32641,142518,136557,10476,10088,554923,532914,477232,458394,29556,28390,16698,15607,5979,5688,2054,2072,23404,22763,498327,478931,41187,39725,25039,23793,13039,12376,4272,4214
R,9,2019,13,4180075,2135834,2044241,1554377,1480452,318066,309780,34366,32863,112448,108992,6282,6044,110295,106110,1655461,1577679,376296,366404,57659,55184,153113,147555,14337,13680,1591415,1521518,1084744,1029438,289789,282311,18031,17557,106542,103572,4263,4069,88046,84571,1165750,1107218,337116,328448,33187,32036,140619,135749,10223,9681,544419,522723,469633,451014,28277,27469,16335,15306,5906,5420,2019,1975,22249,21539,489711,470461,39180,37956,24472,23148,12494,11806,4114,3999
R,9,2019,14,4168847,2128243,2040604,1556494,1481891,312841,304735,33928,33024,113397,112360,6296,6181,105287,102413,1652892,1575455,367768,358632,56738,55067,152336,149882,13894,13588,1593290,1527574,1093839,1038192,285289,278243,18001,17596,107833,107119,4305,4306,84023,82118,1171085,1113453,329971,322333,32855,32006,140477,138702,9911,9835,534953,513030,462655,443699,27552,26492,15927,15428,5564,5241,1991,1875,21264,20295,481807,462002,37797,36299,23883,23061,11859,11180,3983,3753
R,9,2019,15,4168460,2126088,2042372,1561253,1489413,309693,301815,33122,32110,114248,114348,6164,5874,101608,98812,1654146,1579721,361952,353054,55498,53895,152214,150829,13690,13131,1604104,1539103,1108382,1053086,283330,276309,17919,17217,108740,109110,4292,4090,81441,79291,1183138,1125777,325864,318242,32735,31708,140734,139821,9939,9470,521984,503269,452871,436327,26363,25506,15203,14893,5508,5238,1872,1784,20167,19521,471008,453944,36088,34812,22763,22187,11480,11008,3751,3661
R,9,2019,16,4154863,2118525,2036338,1559729,1488260,308170,300679,32700,31704,114465,114971,6076,5779,97385,94945,1648606,1574969,357968,349358,54805,53281,150529,150160,13395,12748,1605026,1539846,1113870,1056847,282175,275949,17598,16974,109086,109813,4228,4060,78069,76203,1185395,1126713,322842,315750,32278,31396,139440,139383,9685,9327,513499,496492,445859,431413,25995,24730,15102,14730,5379,5158,1848,1719,19316,18742,463211,448256,35126,33608,22527,21885,11089,10777,3710,3421
R,9,2019,17,4159081,2121129,2037952,1561435,1489647,314234,306476,32824,31525,113191,112627,5926,5744,93519,91933,1646665,1573244,361765,353862,54697,53188,147572,145927,13023,12584,1610592,1545473,1117103,1060928,288601,281847,17843,17155,107952,107701,4179,4024,74914,73818,1185601,1128345,327483,320640,32369,31677,136826,135673,9553,9196,510537,492479,444332,428719,25633,24629,14981,14370,5239,4926,1747,1720,18605,18115,461064,444899,34282,33222,22328,21511,10746,10254,3470,3388
R,9,2019,18,4242823,2165435,2077388,1590108,1516018,324273,315414,32798,31787,118720,117561,5900,5765,93636,90843,1675176,1598730,371824,361920,55136,53501,153125,150449,13018,12676,1652967,1584825,1143692,1086679,298444,290943,18059,17557,113571,112701,4176,4005,75025,72940,1211999,1153321,337233,329061,33102,32187,142585,140429,9535,9235,512468,492563,446416,429339,25829,24471,14739,14230,5149,4860,1724,1760,18611,17903,463177,445409,34591,32859,22034,21314,10540,10020,3483,3441
R,9,2019,19,4329643,2213477,2116166,1622140,1539693,336758,327112,33890,32498,121943,120998,6113,5827,92633,90038,1706430,1621274,383453,373240,56713,54573,155566,153316,13131,12714,1695992,1621972,1170799,1109072,310934,302340,18775,17983,116792,116109,4385,4124,74307,72344,1238559,1174809,349026,340100,34170,33038,145248,143316,9730,9344,517485,494194,451341,430621,25824,24772,15115,14515,5151,4889,1728,1703,18326,17694,467871,446465,34427,33140,22543,21535,10318,10000,3401,3370
R,9,2019,20,4276229,2187207,2089022,1608533,1526514,329929,319581,32989,31890,119653,118319,6044,5639,90059,87079,1690279,1605280,375123,364115,55528,53944,152063,149146,13183,12335,1683620,1608587,1169194,1107510,304730,295572,18411,17971,114591,113548,4321,4044,72373,69942,1235073,1170919,341721,332110,33849,33156,141937,139382,9754,9137,503587,480435,439339,419004,25199,24009,14578,13919,5062,4771,1723,1595,17686,17137,455206,434361,33402,32005,21679,20788,10126,9764,3429,3198
R,9,2019,21,4286016,2190562,2095454,1607828,1527433,332122,322555,32976,31868,123927,122783,6030,5734,87679,85081,1687088,1604595,375790,365545,55386,53781,155359,152716,12946,12201,1692244,1620820,1172728,1113171,307340,298939,18358,17984,118924,117998,4309,4116,70585,68612,1236669,1175561,343151,334295,33754,33234,145527,143210,9649,9088,498318,474634,435100,414262,24782,23616,14618,13884,5003,4785,1721,1618,17094,16469,450419,429034,32639,31250,21632,20547,9832,9506,3297,3113
